842	gilbert_adler	Gilbert Adler
844	yin_li	Yin Li
845	yim_ho	Ho Yim
846	hal_hartley	Hal Hartley
847	marcus_de_leon	Marcus De Leon
848	lee_david_zlotoff	Lee David Zlotoff
849	1040928-john_carpenter	John Carpenter
850	tran_anh_hung	Tran Anh Hung
851	maciej-dutkiewicz	Maciej Dutkiewicz
852	ron_shelton	Ron Shelton
853	fred_schepisi	Fred Schepisi
858	francis_ford_coppola	Francis Ford Coppola
860	377794703	Sönke Wortmann
861	stanley_tong	Stanley Tong
862	lisa_krueger	Lisa Krueger
864	robert_schwentke	Robert Schwentke
865	gillies-mackinnon	Gillies MacKinnon
866	larry_and_andy_wachowski	Larry and Andy Wachowski
867	arthur_hiller	Arthur Hiller
868	john-ruane	John Ruane
869	robert_altman	Robert Altman
870	christopher_cain	Christopher Cain
872	tsai_mingliang	Tsai Ming-Liang
875	steve_oedekerk	Steve Oedekerk
876	stanley_tong	Stanley Tong
877	1045216-jim_mckay	Jim McKay
879	peter_hyams	Peter Hyams
880	john_frankenheimer	John Frankenheimer
881	david_m_evans	David M. Evans
882	david_koepp	David Koepp
884	joseph_sargent	Joseph Sargent
885	1052316-peter_hewitt	Peter Hewitt
886	1147718-paul_hunter	Paul Hunter
887	nick_hamm	Nick Hamm
888	roy_allen_smith	Roy Allen Smith
889	michael_mann	Michael Mann
891	joe_chappelle	Joe Chappelle
892	trevor_nunn	Trevor Nunn
893	1006013-keith_gordon	Keith Gordon
896	andre_techine	Andre Techine
897	sam_wood	Sam Wood
898	george_cukor	George Cukor
899	stanley_donen	Stanley Donen
900	vincente_minnelli	Vincente Minnelli
901	stanley_donen	Stanley Donen
902	blake_edwards	Blake Edwards
903	alfred_hitchcock	Alfred Hitchcock
904	alfred_hitchcock	Alfred Hitchcock
905	frank_capra	Frank Capra
906	thorold_dickinson	Thorold Dickinson
907	mark_sandrich	Mark Sandrich
908	alfred_hitchcock	Alfred Hitchcock
909	billy_wilder	Billy Wilder
910	billy_wilder	Billy Wilder
911	stanley_donen	Stanley Donen
912	michael_curtiz	Michael Curtiz
913	john_huston	John Huston
914	george_cukor	George Cukor
915	billy_wilder	Billy Wilder
916	william_wyler	William Wyler
917	alfonso_cuaron	Alfonso Cuarón
918	vincente_minnelli	Vincente Minnelli
919	richard_thorpe	Richard Thorpe
920	george_cukor	George Cukor
921	richard_benjamin	Richard Benjamin
922	billy_wilder	Billy Wilder
923	orson_welles	Orson Welles
924	stanley_kubrick	Stanley Kubrick
925	mitchell_leisen	Mitchell Leisen
926	joseph_l_mankiewicz	Joseph L. Mankiewicz
927	diane_english	Diane English
928	alfred_hitchcock	Alfred Hitchcock
929	alfred_hitchcock	Alfred Hitchcock
930	george-tillman-jr	George Tillman Jr.
931	alfred_hitchcock	Alfred Hitchcock
932	leo_mccarey	Leo McCarey
933	alfred_hitchcock	Alfred Hitchcock
934	charles_shyer	Charles Shyer
935	vincente_minnelli	Vincente Minnelli
936	ernst_lubitsch	Ernst Lubitsch
937	billy_wilder	Billy Wilder
938	vincente_minnelli	Vincente Minnelli
939	vincente_minnelli	Vincente Minnelli
940	michael_curtiz	Michael Curtiz
941	martin_campbell	Martin Campbell
942	otto_preminger	Otto Preminger
943	joseph_l_mankiewicz	Joseph L. Mankiewicz
944	frank_capra	Frank Capra
945	mark_sandrich	Mark Sandrich
946	ernst_lubitsch	Ernst Lubitsch
947	gregory_la_cava	Gregory La Cava
948	george_stevens	George Stevens
949	elia_kazan	Elia Kazan
950	ws_van_dyke	W.S. Van Dyke
951	howard_hawks	Howard Hawks
952	frank_coraci	Frank Coraci
953	frank_capra	Frank Capra
954	frank_popper	Frank Popper
955	howard_hawks	Howard Hawks
956	george_stevens	George Stevens
957	roland_joffe	Roland Joffé
958	william_wellman	William A. Wellman
959	john_cromwell	John Cromwell
960	archie_mayo	Archie Mayo
961	john_cromwell	John Cromwell
963	henry_koster	Henry Koster
964	james_edward_grant	James Edward Grant
965	alfred_hitchcock	Alfred Hitchcock
966	abbasmustan	Abbas-Mustan
967	michael_k_harris	Michael K. Harris
968	george_a_romero	George A. Romero
969	john_huston	John Huston
970	john_huston	John Huston
971	richard_brooks_i	Richard Brooks I
972	1094889-richard_brooks	Richard Brooks (VI)
973	frank_capra	Frank Capra
974	gillo_pontecorvo	Gillo Pontecorvo
976	frank_borzage	Frank Borzage
980	corey_yuen	Corey Yuen
981	nicholas_ray	Nicholas Ray
982	joshua_logan	Joshua Logan
983	chris-newby	Chris Newby
984	richard_schenkman	Richard Schenkman
986	carroll_ballard	Carroll Ballard
987	lance_young	Lance Young
988	allison_anders	Allison Anders
989	joseph_vilsmaier	Joseph Vilsmaier
990	ringo_lam	Ringo Lam
991	neil_jordan	Neil Jordan
992	amy_holden_jones	Amy Holden Jones
993	matthew_broderick	Matthew Broderick
994	stanley_tucci	Stanley Tucci
996	walter_hill	Walter Hill
997	robert_m_young	Robert M. Young
998	f_gary_gray	F. Gary Gray
999	john_herzfeld	John Herzfeld
1000	reb_braddock	Reb Braddock
1001	donald_petrie	Donald Petrie
1002	1047424-john_walsh	John Walsh
1003	michael_apted	Michael Apted
1004	1041635-john_gray	John Gray
1005	robert_lieberman	Robert Lieberman
1006	james_foley	James Foley
1007	norman_tokar	Norman Tokar
1008	norman_foster	Norman Foster
1009	john_hough	John Hough
1010	robert_stevenson	Robert Stevenson
1011	robert_stevenson	Robert Stevenson
1012	robert_stevenson	Robert Stevenson
1013	nancy_meyers	Nancy Meyers
1014	david_swift_ii	David Swift (II)
1015	duwayne_dunham	Duwayne Dunham
1016	brian_robbins	Brian Robbins
1017	ken_annakin	Ken Annakin
1018	bob_spiers	Bob Spiers
1019	richard_fleischer	Richard Fleischer
1020	jon_turteltaub	Jon Turteltaub
1021	clarence_brown	Clarence Brown
1022	hamilton_luske	Hamilton Luske
1023	wolfgang_reitherman	Wolfgang Reitherman
1024	norman_ferguson	Norman Ferguson
1025	wolfgang_reitherman	Wolfgang Reitherman
1026	harold_d_schuster	Harold D. Schuster
1027	kevin_reynolds	Kevin Reynolds
1028	robert_stevenson	Robert Stevenson
1029	ben_sharpsteen	Ben Sharpsteen
1030	don_chaffey	Don Chaffey
1031	robert_stevenson	Robert Stevenson
1032	wilfred_jackson	Wilfred Jackson
1033	ted-berman	Ted Berman
1034	matthew_bright	Matthew Bright
1035	robert_wise	Robert Wise
1036	john_mctiernan	John McTiernan
1037	brett_leonard	Brett Leonard
1038	nick_cassavetes	Nick Cassavetes
1039	iara_lee	Iara Lee
1040	alfred_hitchcock	Alfred Hitchcock
1041	mike_leigh	Mike Leigh
1042	tom_hanks	Tom Hanks
1043	michael_pressman	Michael Pressman
1044	james_ivory	James Ivory
1045	1056180-george_pappas	George Pappas
1046	hettie_macdonald	Hettie MacDonald
1047	renny_harlin	Renny Harlin
1049	stephen_hopkins	Stephen Hopkins
1050	al_pacino	Al Pacino
1051	steve_buscemi	Steve Buscemi
1053	john_mcnaughton	John McNaughton
1054	spike_lee	Spike Lee
1055	vic_armstrong_ii	Vic Armstrong (II)
1056	michael_winterbottom	Michael Winterbottom
1057	woody_allen	Woody Allen
1058	leon_ichaso	Leon Ichaso
1059	alexandre_tarta	Alexandre Tarta
1060	doug_liman	Doug Liman
1061	barry_levinson	Barry Levinson
1062	michael_cimino	Michael Cimino
1063	steven_spielberg	Steven Spielberg
1064	tad_stones	Tad Stones
1066	peter_chelsom	Peter Chelsom
1067	george_stevens	George Stevens
1068	edward_dmytryk	Edward Dmytryk
1069	edward_dmytryk	Edward Dmytryk
1070	josef_von_sternberg	Josef von Sternberg
1071	aaron_kim_johnston	Aaron Kim Johnston
1073	mel_stuart	Mel Stuart
1076	jack_clayton	Jack Clayton
1077	woody_allen	Woody Allen
1078	woody_allen	Woody Allen
1079	john_cleese	John Cleese
1080	terry_jones	Terry Jones
1081	blake_edwards	Blake Edwards
1082	john_frankenheimer	John Frankenheimer
1083	blake_edwards	Blake Edwards
1084	arthur_penn	Arthur Penn
1085	john_sturges	John Sturges
1086	alfred_hitchcock	Alfred Hitchcock
1087	graham_kitchener	Graham Kitchener
1088	emile_ardolino	Emile Ardolino
1089	quentin_tarantino	Quentin Tarantino
1090	oliver_stone	Oliver Stone
1091	ted_kotcheff	Ted Kotcheff
1092	paul_verhoeven	Paul Verhoeven
1093	oliver_stone	Oliver Stone
1094	neil_jordan	Neil Jordan
1095	james_foley	James Foley
1096	alan_j_pakula	Alan J. Pakula
1097	steven_spielberg	Steven Spielberg
1098	sam_henry_kass	Sam Henry Kass
