280	Murder in the First	0113870	Homicidio en primer grado	http://ia.media-imdb.com/images/M/MV5BMTY0NDU5NjA5MV5BMl5BanBnXkFtZTcwNTg1MzYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	murder_in_the_first	5.5	34	17	17	50	4.8	10	4	6	40	3.5	3888	78	http://content6.flixster.com/movie/27/53/275304_det.jpg
281	Nobody's Fool	0091642	La tonta de nadie	http://ia.media-imdb.com/images/M/MV5BMTkxNDI4MTA0NF5BMl5BanBnXkFtZTcwMDY5NjcyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1986	1015224-nobodys_fool	0	4	0	4	0	0	1	0	1	0	3	289	43	http://content6.flixster.com/movie/26/56/265692_det.jpg
282	Nell	0110638	Nell	http://ia.media-imdb.com/images/M/MV5BNTM2MDQ0NTQ2OF5BMl5BanBnXkFtZTcwNjI2OTQyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	nell	5	31	16	15	51	0	3	3	0	100	3.1	5373	63	http://content8.flixster.com/movie/25/69/256906_det.jpg
283	New Jersey Drive	0113967	New Jersey Drive	http://ia.media-imdb.com/images/M/MV5BMTc0NzA1MTA3Ml5BMl5BanBnXkFtZTcwMTc3NTcyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	new_jersey_drive	6.5	7	4	3	57	0	3	2	1	66	3.8	814	81	http://content6.flixster.com/movie/28/25/282508_det.jpg
284	Nyû Yôku no koppu	0117169	Nyû Yôku no koppu	http://ia.media-imdb.com/images/M/MV5BMTQxNDUwMTcxNV5BMl5BanBnXkFtZTcwNTY5OTkxMQ@@._V1._SX77_SY140_.jpg	1993	new_york_cop	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/97/24/10972404_det.jpg
285	Beyond Bedlam	0106402	Beyond Bedlam	http://ia.media-imdb.com/images/M/MV5BMTczMDkzNTg0OF5BMl5BanBnXkFtZTcwMzk2NTAyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	nightscare	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/80/07/10800750_det.jpg
286	Nemesis 2: Nebula	0113948	Nemesis 2: Nebula	http://ia.media-imdb.com/images/M/MV5BMTUxNTg1MTg3N15BMl5BanBnXkFtZTcwNDk0MzYyMQ@@._V1._SX75_SY140_.jpg	1995	nemesis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/88/48/10884886_det.jpg
287	Nina Takes a Lover	0110671	Nina takes a lover: Nina se busca un amante	http://ia.media-imdb.com/images/M/MV5BMTY1MTU5Nzc3N15BMl5BanBnXkFtZTcwNzY4MTUyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1994	nina_takes_a_lover	5.2	6	3	3	50	0	2	0	2	0	3.4	125	52	http://content8.flixster.com/movie/62/32/18/6232186_det.jpg
288	Natural Born Killers	0110632	Asesinos natos	http://ia.media-imdb.com/images/M/MV5BODAxNTc5OTY2OF5BMl5BanBnXkFtZTcwNjUzMzEzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	natural_born_killers	6	29	15	14	51	5.9	7	3	4	42	3.5	39062	80	http://content8.flixster.com/movie/10/88/54/10885402_det.jpg
289	Only You	0110737	Sólo tú	http://ia.media-imdb.com/images/M/MV5BMjkxMjA3Nzc5NV5BMl5BanBnXkFtZTcwNDM5MDEyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	1055875-only_you	5.5	22	11	11	50	0	3	1	2	33	3.3	4388	69	http://content9.flixster.com/movie/25/51/255111_det.jpg
290	Once Were Warriors	0110729	Guerreros de antaño	http://ia.media-imdb.com/images/M/MV5BMjAzODA3MzE4NF5BMl5BanBnXkFtZTcwMjIwMzAwMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	once_were_warriors	7.7	31	29	2	93	7.4	8	7	1	87	0	0	0	http://content7.flixster.com/movie/29/03/290325_det.jpg
291	Poison Ivy II	0114151	Fuego de pasión	http://ia.media-imdb.com/images/M/MV5BMzI1NzYyMzc5MV5BMl5BanBnXkFtZTcwMjQwOTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1996	poison_ivy_2_lily	3.8	6	1	5	16	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/27/08/270820_det.jpg
292	Outbreak	0114069	Estallido	http://ia.media-imdb.com/images/M/MV5BOTMwNTMwMTk4NV5BMl5BanBnXkFtZTcwMTI0ODYxMQ@@._V1._SY314_CR9,0,214,314_.jpg	1995	outbreak	5.6	41	24	17	58	5.1	10	4	6	40	3.1	10732	55	http://content7.flixster.com/movie/55/37/06/5537065_det.jpg
293	Léon	0110413	El profesional (Léon)	http://ia.media-imdb.com/images/M/MV5BMTg5OTI0OTcyM15BMl5BanBnXkFtZTcwODQ0NDcyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1994	professional	6.8	39	30	9	76	5.8	8	4	4	50	4.1	59011	94	http://content7.flixster.com/movie/28/62/286221_det.jpg
294	The Perez Family	0114113	Cuando salí de Cuba	http://ia.media-imdb.com/images/M/MV5BMTA2NTcyMTQ0NTheQTJeQWpwZ15BbWU3MDQ3MzcxMjE@._V1._SY314_CR2,0,214,314_.jpg	1995	perez_family	6.3	15	10	5	66	5.9	5	2	3	40	3.2	500	50	http://content9.flixster.com/movie/27/83/278323_det.jpg
295	A Pyromaniac's Love Story	0114210	Un amor con mucho fuego	http://ia.media-imdb.com/images/M/MV5BMTcwMzI4NzQ2Ml5BMl5BanBnXkFtZTcwOTQ4ODUyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	pyromaniacs_love_story	3.4	9	0	9	0	0	2	0	2	0	3.1	773	44	http://content6.flixster.com/movie/26/55/265524_det.jpg
296	Pulp Fiction	0110912	Pulp Fiction	http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1._SY314_CR3,0,214,314_.jpg	1994	pulp_fiction	8.9	50	47	3	94	8.4	14	13	1	92	4.2	249269	95	http://content9.flixster.com/movie/10/88/65/10886599_det.jpg
297	The Pink Panther 2	0838232	The Pink Panther 2	http://ia.media-imdb.com/images/M/MV5BMTIyOTI2ODY2MF5BMl5BanBnXkFtZTcwMzU2MTYxMg@@._V1._SX214_CR0,0,214,314_.jpg	2009	pink_panther_2	3.5	128	16	112	12	3.9	25	4	21	16	3.1	77879	48	http://content7.flixster.com/movie/10/86/24/10862497_det.jpg
298	Tui shou	0105652	Tui shou	http://ia.media-imdb.com/images/M/MV5BMTIxMzk0MDYzNV5BMl5BanBnXkFtZTcwNTkwNTgxMQ@@._V1._SY314_CR6,0,214,314_.jpg	1992	pushing_hands	0	2	2	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/84/00/10840038_det.jpg
299	Priest	0110889	Priest: sacerdote	http://ia.media-imdb.com/images/M/MV5BNjIwMDQ0ODUyNF5BMl5BanBnXkFtZTcwMjI2MDAyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	1063814-1063814-priest	7.2	19	13	6	68	0	4	3	1	75	3.8	1042	81	http://content9.flixster.com/movie/11/12/75/11127515_det.jpg
300	Quiz Show	0110932	Quiz Show: El dilema	http://ia.media-imdb.com/images/M/MV5BMTc2NTU3MTY4Nl5BMl5BanBnXkFtZTcwNTc1NzkxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	quiz_show	8.1	50	48	2	96	8.2	12	12	0	100	3.5	5428	79	http://content6.flixster.com/movie/25/87/258704_det.jpg
301	Picture Bride	0114129	La foto del compromiso	http://ia.media-imdb.com/images/M/MV5BMTUxMjgzNDE4Ml5BMl5BanBnXkFtZTcwMzkzNzQyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	picture_bride	6.8	10	8	2	80	0	3	3	0	100	3.7	324	77	http://content8.flixster.com/movie/26/07/260722_det.jpg
302	La reine Margot	0110963	La reina Margot	http://ia.media-imdb.com/images/M/MV5BMTM4OTEyODAxMV5BMl5BanBnXkFtZTYwMjY5NzQ5._V1._SY314_CR1,0,214,314_.jpg	1994	queen_margot	5.9	22	17	5	77	0	2	1	1	50	4	2511	86	http://content7.flixster.com/movie/10/88/68/10886821_det.jpg
303	The Quick and the Dead	0114214	Rápida y mortal	http://ia.media-imdb.com/images/M/MV5BMTcxNTA4MjQ4NF5BMl5BanBnXkFtZTcwMzM2OTkxMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	1059629-quick_and_the_dead	5.9	39	22	17	56	4.2	8	1	7	12	3.1	12178	56	http://content8.flixster.com/movie/27/21/272198_det.jpg
304	Roommates	0114296	Roommates	http://ia.media-imdb.com/images/M/MV5BMTQyNjMzMTkzN15BMl5BanBnXkFtZTcwOTY4NzkyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	roommates	5.1	13	4	9	30	0	2	0	2	0	3.2	387	51	http://content7.flixster.com/movie/26/08/260809_det.jpg
305	Prêt-à-Porter	0110907	Pret-a-porter	http://ia.media-imdb.com/images/M/MV5BMTUyODU2MDQ5M15BMl5BanBnXkFtZTcwMjU1MzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	ready_to_wear	4.8	21	6	15	28	4.3	5	0	5	0	2.5	1885	26	http://content6.flixster.com/movie/27/50/275000_det.jpg
306	Trois couleurs: Rouge	0111495	Tres colores: Rojo	http://ia.media-imdb.com/images/M/MV5BMTY0MjA5NTc3NF5BMl5BanBnXkFtZTcwNDA2NDEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	1058966-red	8.5	40	40	0	100	8.2	10	10	0	100	4.2	9557	94	http://content7.flixster.com/movie/10/87/54/10875473_det.jpg
307	Trois couleurs: Bleu	0108394	Tres colores: Azul	http://ia.media-imdb.com/images/M/MV5BMjE5NzYwNzM2M15BMl5BanBnXkFtZTcwNTM3NDEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1993	1049109-blue	8.4	32	32	0	100	8	5	5	0	100	4.2	11731	93	http://content7.flixster.com/movie/11/12/07/11120777_det.jpg
308	Trzy kolory: Bialy	0111507	Tres colores: Blanco	http://ia.media-imdb.com/images/M/MV5BMTY0MDg2MjcyMV5BMl5BanBnXkFtZTcwNDQ2NDkzMQ@@._V1._SY314_CR6,0,214,314_.jpg	1994	white	7.5	31	28	3	90	7.6	9	9	0	100	3.9	5105	86	http://content8.flixster.com/movie/10/87/62/10876274_det.jpg
309	Pao Da Shuang Deng	0110769	Pólvora roja, pólvora verde	http://ia.media-imdb.com/images/M/MV5BMTY5NTU3NDgxNV5BMl5BanBnXkFtZTcwMTI4NzEzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	red_firecracker_green_firecracker	0	4	3	1	75	0	1	0	1	0	4.6	71	100	http://content9.flixster.com/movie/10/89/26/10892695_det.jpg
310	Rent-a-Kid	0114268	Familia de alquiler	http://ia.media-imdb.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	rentakid	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/96/79/10/9679108_det.jpg
312	Stuart Saves His Family	0114571	Rescate familiar	http://ia.media-imdb.com/images/M/MV5BMTMwODE1MDkxOF5BMl5BanBnXkFtZTcwNTEyNzIyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1995	stuart_saves_his_family	4.6	25	7	18	28	5.2	10	3	7	30	2.6	531	44	http://content9.flixster.com/movie/10/84/58/10845847_det.jpg
313	The Swan Princess	0111333	La princesa cisne	http://ia.media-imdb.com/images/M/MV5BMTM4NjUzNjQwM15BMl5BanBnXkFtZTcwNDQ4MTUyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1994	swan_princess	5.3	9	4	5	44	0	3	2	1	66	3.1	5951	66	http://content9.flixster.com/movie/10/89/44/10894435_det.jpg
314	The Secret of Roan Inish	0111112	El secreto de las islas de las focas	http://ia.media-imdb.com/images/M/MV5BNTM5OTczMTE4N15BMl5BanBnXkFtZTcwNDE3MTQyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1994	the-secret-of-roan-inish	7.8	40	39	1	97	7.5	12	11	1	91	3.9	1439	86	http://content8.flixster.com/movie/10/88/77/10887722_det.jpg
315	The Specialist	0111255	El especialista		1994	1056079-specialist	3.1	24	1	23	4	3.8	5	0	5	0	2.5	5147	34	http://content8.flixster.com/movie/27/73/277302_det.jpg
316	Stargate	0111282	Stargate: puerta a las estrellas	http://ia.media-imdb.com/images/M/MV5BMTI0NTgxNjMzNF5BMl5BanBnXkFtZTcwMTI0MzQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1994	stargate	5.2	37	17	20	45	0	4	1	3	25	3.3	23611	75	http://content6.flixster.com/movie/26/48/264812_det.jpg
317	Santa Claus	0089961	Santa Claus	http://ia.media-imdb.com/images/M/MV5BMTc1ODEyMTc5Ml5BMl5BanBnXkFtZTcwODkzMTIzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1985	santa_claus_the_movie	4.1	17	3	14	17	0	1	0	1	0	3.1	2513	66	http://content7.flixster.com/movie/25/49/254909_det.jpg
318	The Shawshank Redemption	0111161	Cadena perpetua	http://ia.media-imdb.com/images/M/MV5BMTMwOTMyNzcyMl5BMl5BanBnXkFtZTcwNzM5MjE3Mw@@._V1._SY314_CR0,0,214,314_.jpg	1994	shawshank_redemption	8	57	50	7	87	7.9	11	10	1	90	4.4	168839	98	http://content9.flixster.com/movie/11/12/45/11124527_det.jpg
319	Shallow Grave	0111149	Tumba abierta (Shallow Grave)	http://ia.media-imdb.com/images/M/MV5BMjAzNTc0NjMxN15BMl5BanBnXkFtZTcwMjQ0NjMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	1058923-shallow_grave	6.4	42	30	12	71	5.4	10	5	5	50	3.6	9041	81	http://content7.flixster.com/movie/28/27/282713_det.jpg
320	Suture	0108260	Suture	http://ia.media-imdb.com/images/M/MV5BMjAxODAzNjY0OF5BMl5BanBnXkFtZTYwODg1MDk5._V1._SX214_CR0,0,214,314_.jpg	1993	suture	6.2	11	7	4	63	0	3	0	3	0	3.6	236	74	http://content7.flixster.com/movie/10/91/57/10915785_det.jpg
321	Fresa y chocolate	0106966	Fresa y chocolate	http://ia.media-imdb.com/images/M/MV5BMTIyOTI3ODcwOF5BMl5BanBnXkFtZTcwMTgxOTQyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	strawberry_and_chocolate	6.6	19	15	4	78	0	2	2	0	100	3.9	848	83	http://content6.flixster.com/movie/10/89/25/10892516_det.jpg
322	Swimming with Sharks	0114594	El Factor sorpresa	http://ia.media-imdb.com/images/M/MV5BMTYyNzQxMTY5NV5BMl5BanBnXkFtZTcwNjM2MDkyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	swimming_with_sharks	6.3	33	25	8	75	5.4	10	5	5	50	3.6	2888	78	http://content7.flixster.com/movie/27/81/278121_det.jpg
324	The Sum of Us	0111309	Nosotros dos	http://ia.media-imdb.com/images/M/MV5BMTQ4MzQ4NDY0Nl5BMl5BanBnXkFtZTcwNzI2NDEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	sum_of_us	6.5	13	9	4	69	0	2	1	1	50	3.6	1056	74	http://content6.flixster.com/movie/27/41/274112_det.jpg
325	Senior Trip	0113936	Desmadre sobre ruedas (National Lampoon's Senior Trip)	http://ia.media-imdb.com/images/M/MV5BNjcxNDAxNDEzN15BMl5BanBnXkFtZTcwOTA0MjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	national_lampoons_senior_trip	2.6	7	0	7	0	0	1	0	1	0	3	1370	53	http://content7.flixster.com/movie/10/86/94/10869433_det.jpg
326	Huozhe	0110081	¡Vivir!	http://ia.media-imdb.com/images/M/MV5BMTc3MzIxODExMF5BMl5BanBnXkFtZTYwMzU2Njg5._V1._SX214_CR0,0,214,314_.jpg	1994	huozhe-to-live-lifetimes-living	8.1	14	12	2	85	0	3	3	0	100	4.3	1836	95	http://content8.flixster.com/movie/10/97/19/10971966_det.jpg
327	Tank Girl	0114614	Tank Girl	http://ia.media-imdb.com/images/M/MV5BMTc3Mzg1NDc4MF5BMl5BanBnXkFtZTcwNjQ5NDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	tank_girl	4.9	33	14	19	42	5.3	9	4	5	44	2.8	7013	61	http://content8.flixster.com/movie/10/91/40/10914042_det.jpg
328	Tales from the Crypt: Demon Knight	0114608	Caballero del diablo	http://ia.media-imdb.com/images/M/MV5BMTkzOTY2MDUzMV5BMl5BanBnXkFtZTcwNTIyOTgyMQ@@._V1._SY314_CR7,0,214,314_.jpg	1995	tales_from_the_crypt_presents_demon_knight	4	23	7	16	30	3.4	7	1	6	14	3.2	4989	63	http://content9.flixster.com/movie/10/88/79/10887979_det.jpg
329	Star Trek: Generations	0111280	Star trek: la próxima generación	http://ia.media-imdb.com/images/M/MV5BNjIwOTcxMTQ5NF5BMl5BanBnXkFtZTcwNjgxNTEyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	star_trek_generations	5.5	44	20	24	45	6.4	9	6	3	66	3.3	15342	62	http://content6.flixster.com/movie/10/88/86/10888600_det.jpg
330	Tales from the Hood	0114609	Tales from the Hood	http://ia.media-imdb.com/images/M/MV5BMTIxODY3NTQ0Nl5BMl5BanBnXkFtZTcwMTg2NjYxMQ@@._V1._SX77_SY140_.jpg	1995	tales_from_the_hood	4.3	15	5	10	33	0	2	1	1	50	3.1	2119	58	http://content9.flixster.com/movie/27/30/273091_det.jpg
331	Tom & Viv	0111454	Tom & Viv	http://ia.media-imdb.com/images/M/MV5BMTQyMDg2NjAwM15BMl5BanBnXkFtZTcwOTU1OTIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	tom_and_viv	4.8	11	4	7	36	0	2	1	1	50	3.4	351	59	http://content7.flixster.com/movie/26/43/264309_det.jpg
332	Village of the Damned	0114852	Village of the damned: el pueblo de los malditos	http://ia.media-imdb.com/images/M/MV5BMTY4ODY4NDczNV5BMl5BanBnXkFtZTcwNDY1NzMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995	1061401-village_of_the_damned	4	30	9	21	30	4.2	5	2	3	40	2.7	4194	36	http://content6.flixster.com/movie/11/15/07/11150724_det.jpg
333	Tommy Boy	0114694	Tommy Boy	http://ia.media-imdb.com/images/M/MV5BMTIwMzczMDM1N15BMl5BanBnXkFtZTcwNjk0NDAzMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	tommy_boy	5.2	38	17	21	44	3.6	6	1	5	16	3.6	34476	89	http://content6.flixster.com/movie/26/58/265820_det.jpg
334	Vanya on 42nd Street	0111590	Vania en la calle 42	http://ia.media-imdb.com/images/M/MV5BMTI3OTUyNDE5M15BMl5BanBnXkFtZTcwMTQwMzkyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	vanya_on_42nd_street	7.6	32	28	4	87	7.7	9	8	1	88	3.7	466	73	http://content8.flixster.com/movie/10/92/26/10922666_det.jpg
335	Underneath	0114788	The underneath: bajos fondos	http://ia.media-imdb.com/images/M/MV5BMTMzNDc5NzU3N15BMl5BanBnXkFtZTcwNzgxOTEyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1995	underneath	5.7	19	10	9	52	5.8	8	3	5	37	3	405	36	http://content8.flixster.com/movie/28/03/280322_det.jpg
336	Incubo sulla città contaminata	0080931	La invasión de los zombies atómicos	http://ia.media-imdb.com/images/M/MV5BMjE0ODE5MjUwMF5BMl5BanBnXkFtZTcwODcyNDIyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1980	nightmare_city	0	4	2	2	50	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/89/70/10897052_det.jpg
337	What's Eating Gilbert Grape	0108550	¿A quién ama Gilbert Grape?	http://ia.media-imdb.com/images/M/MV5BMTM2NTUyMjE0Ml5BMl5BanBnXkFtZTYwOTQwNTU5._V1._SY314_CR1,0,214,314_.jpg	1993	whats_eating_gilbert_grape	7.3	42	37	5	88	5.8	9	6	3	66	3.7	57512	86	http://content8.flixster.com/movie/25/42/254226_det.jpg
338	Virtuosity	0114857	Virtuosity	http://ia.media-imdb.com/images/M/MV5BMTIyNDkwNTc4MF5BMl5BanBnXkFtZTcwNTU2MDMyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	virtuosity	4.3	29	10	19	34	4	8	2	6	25	2.8	4167	37	http://content7.flixster.com/movie/27/58/275825_det.jpg
339	While You Were Sleeping	0114924	Mientras dormías	http://ia.media-imdb.com/images/M/MV5BMjE4NjAyNjcxMl5BMl5BanBnXkFtZTcwNzYyOTMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995	while_you_were_sleeping	6.5	41	35	6	85	6.5	13	11	2	84	3.2	25923	75	http://content7.flixster.com/movie/63/59/09/6359097_det.jpg
340	War	0499556	El asesino	http://ia.media-imdb.com/images/M/MV5BMTUyMzM3OTUxOV5BMl5BanBnXkFtZTcwMDI1MTU1MQ@@._V1._SY314_CR5,0,214,314_.jpg	2007	the-secret-war	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/84/31/10843105_det.jpg
341	Double Happiness	0109655	Double Happiness	http://ia.media-imdb.com/images/M/MV5BODE1NDg1NTQ4NF5BMl5BanBnXkFtZTYwNzAwNTg5._V1._SX214_CR0,0,214,314_.jpg	1994	double_happiness	7	10	7	3	70	0	2	2	0	100	3.4	627	61	http://content9.flixster.com/movie/51/27/62/5127627_det.jpg
342	Muriel's Wedding	0110598	La boda de Muriel	http://ia.media-imdb.com/images/M/MV5BMTgyMzgwNDMwNV5BMl5BanBnXkFtZTcwNTAwMzAzMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	muriels_wedding	7.1	32	29	3	90	0	4	4	0	100	3.4	8356	78	http://content7.flixster.com/movie/26/76/267629_det.jpg
343	The Baby-Sitters Club	0112435	Babysitter's Club: el club de las niñeras	http://ia.media-imdb.com/images/M/MV5BMTYwMjU1MzQ5MF5BMl5BanBnXkFtZTcwMDAwNDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	babysitters_club_the_movie	6	15	9	6	60	6.1	7	3	4	42	2.9	1930	46	http://content6.flixster.com/movie/26/16/261608_det.jpg
344	Ace Ventura: Pet Detective	0109040	Ace Ventura, un detective diferente	http://ia.media-imdb.com/images/M/MV5BMjA2MDMyMDE5OV5BMl5BanBnXkFtZTcwNTIzNTAyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1994	ace_ventura_pet_detective	4.6	37	18	19	48	0	2	0	2	0	3.1	163811	57	http://content7.flixster.com/movie/11/14/42/11144273_det.jpg
345	The Adventures of Priscilla, Queen of the Desert	0109045	Las aventuras de Priscilla, reina del desierto	http://ia.media-imdb.com/images/M/MV5BMTM4MjcyNjUzOV5BMl5BanBnXkFtZTYwNjYwMTg4._V1._SY314_CR1,0,214,314_.jpg	1994	adventures_of_priscilla_queen_of_the_desert	7	29	27	2	93	7	6	5	1	83	3.7	8695	84	http://content8.flixster.com/movie/11/15/32/11153218_det.jpg
346	Backbeat	0106339	Backbeat	http://ia.media-imdb.com/images/M/MV5BMTQ3NTI0ODM0OF5BMl5BanBnXkFtZTcwMzMzMzYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	backbeat	6.2	34	25	9	73	6.5	9	6	3	66	3.3	926	67	http://content7.flixster.com/movie/28/07/280793_det.jpg
347	Bitter Moon	0104779	Lunas de hiel	http://ia.media-imdb.com/images/M/MV5BMTU0ODYyODkxNF5BMl5BanBnXkFtZTcwNTU1MTAwMQ@@._V1._SY314_CR2,0,214,314_.jpg	1992	bitter-moon	6.2	29	19	10	65	4.7	8	3	5	37	3.8	3436	79	http://content8.flixster.com/movie/27/35/273518_det.jpg
348	Bullets Over Broadway	0109348	Balas sobre Broadway	http://ia.media-imdb.com/images/M/MV5BMTgyMDI1NzQwM15BMl5BanBnXkFtZTcwODE2OTMyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1994	bullets_over_broadway	7.9	54	52	2	96	8.2	12	12	0	100	3.6	3913	79	http://content8.flixster.com/movie/26/94/269498_det.jpg
349	Clear and Present Danger	0109444	Peligro inminente	http://ia.media-imdb.com/images/M/MV5BMTIyMTczMzAzNV5BMl5BanBnXkFtZTcwOTA4NDEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	clear_and_present_danger	6.8	37	29	8	78	7.1	9	7	2	77	3.3	11095	69	http://content6.flixster.com/movie/26/52/265216_det.jpg
350	The Client	0109446	El cliente	http://ia.media-imdb.com/images/M/MV5BMTI4NjM0NzQxOV5BMl5BanBnXkFtZTcwMTQ4MDEzMQ@@._V1._SY314_CR8,0,214,314_.jpg	1994	client	6.1	35	28	7	80	6.2	7	5	2	71	3.3	7408	67	http://content8.flixster.com/movie/26/01/260102_det.jpg
351	Corrina, Corrina	0109484	Corina, Corina	http://ia.media-imdb.com/images/M/MV5BMTI2MTM0MjE1Nl5BMl5BanBnXkFtZTcwOTcwMzEyMQ@@._V1._SY314_CR9,0,214,314_.jpg	1994	corrina_corrina	5.2	16	6	10	37	0	3	0	3	0	3.1	4265	65	http://content7.flixster.com/movie/25/88/258897_det.jpg
352	Crooklyn	0109504	Crooklyn	http://ia.media-imdb.com/images/M/MV5BMTIxMzI2OTYzM15BMl5BanBnXkFtZTYwOTM4Mjg5._V1._SX214_CR0,0,214,314_.jpg	1994	crooklyn	6.6	24	18	6	75	6.8	7	6	1	85	4.1	3115	87	http://content7.flixster.com/movie/25/71/257101_det.jpg
353	The Crow	0109506	El cuervo	http://ia.media-imdb.com/images/M/MV5BMTc5MjQzMDE3Ml5BMl5BanBnXkFtZTcwMzk0ODQyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	crow	7	40	33	7	82	6.9	8	6	2	75	3.8	64467	87	http://content6.flixster.com/movie/10/93/21/10932156_det.jpg
354	Cobb	0109450	Ty Cobb	http://ia.media-imdb.com/images/M/MV5BNzk2MzU1Mjg2M15BMl5BanBnXkFtZTcwNDc4MzAwMQ@@._V1._SY314_CR9,0,214,314_.jpg	1994	cobb	6.2	32	21	11	65	5.2	8	4	4	50	3.2	875	57	http://content7.flixster.com/movie/27/09/270909_det.jpg
355	The Flintstones	0109813	The Flintstones: Los Picapiedra	http://ia.media-imdb.com/images/M/MV5BMTcxMTY0NjIxM15BMl5BanBnXkFtZTcwODIxODAzMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	1051663-flintstones	3.7	40	8	32	20	4.5	7	2	5	28	2.5	11823	35	http://content7.flixster.com/movie/10/87/96/10879629_det.jpg
356	Forrest Gump	0109830	Forrest Gump	http://ia.media-imdb.com/images/M/MV5BMTc4NDM2MTA0Ml5BMl5BanBnXkFtZTcwOTY4ODE3Mw@@._V1._SY314_CR12,0,214,314_.jpg	1994	forrest_gump	6.9	53	37	16	69	7	13	9	4	69	4.1	205253	93	http://content7.flixster.com/movie/60/49/71/6049713_det.jpg
357	Four Weddings and a Funeral	0109831	Cuatro bodas y un funeral	http://ia.media-imdb.com/images/M/MV5BMTMyMTY5NDc4Ml5BMl5BanBnXkFtZTcwMzczNzAyMQ@@._V1._SY314_CR14,0,214,314_.jpg	1994	four_weddings_and_a_funeral	7.5	49	47	2	95	7.3	9	8	1	88	3.2	21524	68	http://content7.flixster.com/movie/28/17/281725_det.jpg
